Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2019-07-10T00:00:00.000,TOYT,4D,,BLU,AS74735,IL,10300 S. Doty,(773) 568-8495,2881085
2019-07-10T00:00:00.000,VOLV,4D,,SIL,BA61969,IL,701 N. Sacramento,(773) 265-7605,6963528
2019-07-10T00:00:00.000,ZCZY,UT,,,,IL,10300 S. Doty,(773) 568-8495,2881060
2019-07-09T00:00:00.000,ACUR,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2881057
2019-07-09T00:00:00.000,AUDI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6963488
2019-07-09T00:00:00.000,BMW,4D,,BLK,BH86808,IL,10300 S. Doty,(773) 568-8495,2881020
2019-07-09T00:00:00.000,BUIC,4D,,BLK,AW33953,IL,701 N. Sacramento,(773) 265-7605,6963477
2019-07-09T00:00:00.000,BUIC,LL,,BLK,493892,IL,701 N. Sacramento,(773) 265-7605,6963421
2019-07-09T00:00:00.000,CADI,LL,,WHI,LBL9439,TX,10300 S. Doty,(773) 568-8495,2881027
2019-07-09T00:00:00.000,CHEV,2T,,BLK,BE94428,IL,701 N. Sacramento,(773) 265-7605,6963425
2019-07-09T00:00:00.000,CHEV,4D,,WHI,K475041,IN,10300 S. Doty,(773) 568-8495,2881012
2019-07-09T00:00:00.000,CHEV,4D,,GRY,BB24366,IL,10300 S. Doty,(773) 568-8495,2881021
2019-07-09T00:00:00.000,CHEV,4D,,MAR,BG21964,IL,701 N. Sacramento,(773) 265-1846,1538928
2019-07-09T00:00:00.000,CHEV,4D,,GRY,TN304354,IL,10300 S. Doty,(773) 568-8495,2881023
2019-07-09T00:00:00.000,CHEV,LL,TK,BLU,611U450,IL,10300 S. Doty,(773) 568-8495,2881059
2019-07-09T00:00:00.000,CHEV,LL,,TAN,831473,IL,10300 S. Doty,(773) 785-9752,1719363
2019-07-09T00:00:00.000,CHEV,LL,,TAN,831473,IL,10300 S. Doty,(773) 785-9752,1719363
2019-07-09T00:00:00.000,CHEV,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2881029
2019-07-09T00:00:00.000,CHEV,VN,,WHI,2435897B,IL,10300 S. Doty,(773) 568-8495,2881031
2019-07-09T00:00:00.000,CHEV,VN,,TAN,AX62006,IL,701 N. Sacramento,(773) 265-7605,6963487
2019-07-09T00:00:00.000,CHRY,4D,,SIL,AV83419,IL,10300 S. Doty,(773) 568-8495,2881028
2019-07-09T00:00:00.000,CHRY,4D,,BLU,584U022,IL,701 N. Sacramento,(773) 265-7605,6963424
2019-07-09T00:00:00.000,CHRY,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1538930
2019-07-09T00:00:00.000,DODG,4D,,GRY,AU12237,IL,701 N. Sacramento,(773) 265-7605,6963478
2019-07-09T00:00:00.000,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2881035
2019-07-09T00:00:00.000,DODG,4D,,WHI,HARDEL4,IL,701 N. Sacramento,(773) 265-1846,1538925
2019-07-09T00:00:00.000,DODG,4D,,GRY,BA45547,IL,400 E. Lower Wacker,(312) 744-7550,0207353
2019-07-09T00:00:00.000,FORD,4D,,GRY,BC35339,IL,10300 S. Doty,(773) 568-8495,2881044
2019-07-09T00:00:00.000,FORD,LL,,SIL,653U739,IL,10300 S. Doty,(773) 568-8495,2881033
2019-07-09T00:00:00.000,FORD,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2881049
2019-07-09T00:00:00.000,GENE,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1538929
2019-07-09T00:00:00.000,GMC,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2881055
2019-07-09T00:00:00.000,GMC,LL,TK,WHI,AD05492,AZ,10300 S. Doty,(773) 568-8495,2881042
2019-07-09T00:00:00.000,GMC,LL,,BLK,ZU11800,IL,10300 S. Doty,(773) 785-9752,1719362
2019-07-09T00:00:00.000,GMC,LL,,WHI,337813D,IL,10300 S. Doty,(773) 785-9752,1719366
2019-07-09T00:00:00.000,HOND,4D,,SIL,125AZL,KS,701 N. Sacramento,(773) 265-7605,6963449
2019-07-09T00:00:00.000,HOND,4T,,BLK,N75JXR,NJ,10300 S. Doty,(773) 568-8495,2881022
2019-07-09T00:00:00.000,MAZD,4D,,GRY,7789603,IL,10300 S. Doty,(773) 785-9752,1719361
2019-07-09T00:00:00.000,MAZD,4D,,GRY,AF56026,IL,10300 S. Doty,(773) 568-8495,2881036
2019-07-09T00:00:00.000,MERZ,4D,,GRY,755U083,IL,701 N. Sacramento,(773) 265-7605,6963426
2019-07-09T00:00:00.000,NISS,4D,,BLK,3098821,IN,701 N. Sacramento,(773) 265-7605,6963454
2019-07-09T00:00:00.000,NISS,4D,,GLD,Q457068,IL,10300 S. Doty,(773) 568-8495,2881034
2019-07-09T00:00:00.000,NISS,4D,,SIL,Z543433,IL,10300 S. Doty,(773) 785-9752,1719365
2019-07-09T00:00:00.000,NISS,LL,TK,GRN,K466606,IN,701 N. Sacramento,(773) 265-7605,6963489
2019-07-09T00:00:00.000,NISS,LL,TK,SIL,574U761,IL,10300 S. Doty,(773) 568-8495,2881013
2019-07-09T00:00:00.000,NISS,VN,TK,RED,AP50479,IL,10300 S. Doty,(773) 568-8495,2881074
2019-07-09T00:00:00.000,OLDS,2D,,SIL,BE21204,IL,701 N. Sacramento,(773) 265-7605,6963462
2019-07-09T00:00:00.000,OLDS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2881054
2019-07-09T00:00:00.000,PONT,4D,,SIL,STF807,IN,10300 S. Doty,(773) 568-8495,2881030
2019-07-09T00:00:00.000,PONT,4D,,BLU,BF24146,IL,10300 S. Doty,(773) 568-8495,2881025
2019-07-09T00:00:00.000,SATR,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2881017
2019-07-09T00:00:00.000,TOYT,4D,,GRN,125AVQ,ME,701 N. Sacramento,(773) 265-7605,6963472
2019-07-09T00:00:00.000,TOYT,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2881039
2019-07-09T00:00:00.000,VOLV,SW,,RED,E651422,IL,701 N. Sacramento,(773) 265-1846,1538926
2019-07-08T00:00:00.000,ACUR,4D,,BLU,E703452,IL,10300 S. Doty,(773) 568-8495,2880970
2019-07-08T00:00:00.000,BMW,4D,,BLU,BM12061,IL,701 N. Sacramento,(773) 265-7605,6963372
2019-07-08T00:00:00.000,BUIC,4D,,BLK,AQ74478,IL,701 N. Sacramento,(773) 265-7605,6963392
2019-07-08T00:00:00.000,BUIC,4D,,RED,R798431,IL,701 N. Sacramento,(773) 265-7605,6963407
2019-07-08T00:00:00.000,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6963370
2019-07-08T00:00:00.000,CADI,4D,,SIL,109U324,IL,701 N. Sacramento,(773) 265-7605,6963383
2019-07-08T00:00:00.000,CHEV,2D,,RED,BF18750,IL,10300 S. Doty,(773) 568-8495,2880975
2019-07-08T00:00:00.000,CHEV,2D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1719354
2019-07-08T00:00:00.000,CHEV,4D,,BLU,AY82462,IL,701 N. Sacramento,(773) 265-7605,6963400
2019-07-08T00:00:00.000,CHEV,4D,,BGE,ZX24080,IL,10300 S. Doty,(773) 568-8495,2880978
2019-07-08T00:00:00.000,CHEV,LL,TK,BLK,5853535,IL,701 N. Sacramento,(773) 265-7605,6963380
2019-07-08T00:00:00.000,CHEV,LL,,SIL,Z896544,IL,10300 S. Doty,(773) 568-8495,2880984
2019-07-08T00:00:00.000,CHEV,LL,,GRY,BK62063,IL,701 N. Sacramento,(773) 265-7605,6963394
2019-07-08T00:00:00.000,CHEV,PK,TK,GRN,2478001B,IL,701 N. Sacramento,(773) 265-7605,6963418
2019-07-08T00:00:00.000,CHEV,VN,,SIL,BB22595,IL,10300 S. Doty,(773) 568-8495,2880997
2019-07-08T00:00:00.000,CHEV,VN,,WHI,V948142,IL,701 N. Sacramento,(773) 265-1846,1538924
2019-07-08T00:00:00.000,CHRY,4D,,WHI,AH35689,IL,10300 S. Doty,(773) 568-8495,2880998
2019-07-08T00:00:00.000,CHRY,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2880991
2019-07-08T00:00:00.000,CHRY,LL,,SIL,R503781,IL,10300 S. Doty,(773) 785-9752,1719357
2019-07-08T00:00:00.000,DODG,LL,TK,BLK,BH62793,IL,10300 S. Doty,(773) 568-8495,2880990
2019-07-08T00:00:00.000,DODG,VN,TK,SIL,,IL,10300 S. Doty,(773) 568-8495,2880963
2019-07-08T00:00:00.000,FORD,4D,,RED,AX88061,IL,701 N. Sacramento,(773) 265-7605,6963397
2019-07-08T00:00:00.000,FORD,4D,,TAN,BH96019,IL,10300 S. Doty,(773) 568-8495,2880974
2019-07-08T00:00:00.000,FORD,LL,TK,BLU,842U007,IL,701 N. Sacramento,(773) 265-7605,6963382
2019-07-08T00:00:00.000,FORD,VN,,BLU,,IL,10300 S. Doty,(773) 785-9752,1719355
2019-07-08T00:00:00.000,GEO,4D,,MAR,AN19258,IL,10300 S. Doty,(773) 568-8495,2881004
2019-07-08T00:00:00.000,GMC,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2880958
2019-07-08T00:00:00.000,GMC,LL,,WHI,125187H,IL,10300 S. Doty,(773) 785-9752,1719356
2019-07-08T00:00:00.000,GMC,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2881005
2019-07-08T00:00:00.000,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6963411
2019-07-08T00:00:00.000,HOND,LL,TK,BLK,AF47994,IL,701 N. Sacramento,(773) 265-7605,6963415
2019-07-08T00:00:00.000,HOND,LL,TK,RED,BN35099,IL,10300 S. Doty,(773) 568-8495,2880995
2019-07-08T00:00:00.000,HYUN,LL,,GRY,AS29230,IL,10300 S. Doty,(773) 568-8495,2880987
2019-07-08T00:00:00.000,JEEP,LL,,PLE,BK19738,IL,701 N. Sacramento,(773) 265-7605,6963408
2019-07-08T00:00:00.000,KIA,4D,,MAR,BN37022,IL,10300 S. Doty,(773) 568-8495,2880967
2019-07-08T00:00:00.000,LEXS,4D,,BLK,707ZJU,WI,10300 S. Doty,(773) 568-8495,2880981
2019-07-08T00:00:00.000,LINC,4D,,WHI,BA93959,IL,10300 S. Doty,(773) 568-8495,2880986
2019-07-08T00:00:00.000,MERC,4D,,SIL,BL86371,IL,10300 S. Doty,(773) 568-8495,2881003
2019-07-08T00:00:00.000,MITS,4D,,RED,BK89071,IL,701 N. Sacramento,(773) 265-7605,6963393
2019-07-08T00:00:00.000,NISS,4D,,BLK,BF42468,IL,10300 S. Doty,(773) 568-8495,2881002
2019-07-08T00:00:00.000,NISS,4D,,SIL,776U947,IL,701 N. Sacramento,(773) 265-7605,6963387
2019-07-08T00:00:00.000,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1719360
2019-07-08T00:00:00.000,NISS,4D,,TAN,BF15036,IL,10300 S. Doty,(773) 568-8495,2881009
2019-07-08T00:00:00.000,NISS,LL,TK,WHI,BG87572,IL,701 N. Sacramento,(773) 265-7605,6963399
2019-07-08T00:00:00.000,SATR,4D,,MAR,BE82185,IL,10300 S. Doty,(773) 785-9752,1719358
2019-07-08T00:00:00.000,SATU,4D,,SIL,00223432,IL,701 N. Sacramento,(773) 265-1846,1719352
2019-07-08T00:00:00.000,SCIO,LL,,SIL,R9602V,WI,10300 S. Doty,(773) 785-9752,1719353
2019-07-08T00:00:00.000,TOYT,4D,,GRY,BF25452,IL,10300 S. Doty,(773) 568-8495,2880966
2019-07-08T00:00:00.000,TOYT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2881001
2019-07-08T00:00:00.000,TOYT,4D,,MAR,BM36464,IL,10300 S. Doty,(773) 568-8495,2880961
2019-07-08T00:00:00.000,VOLK,4D,,RED,BE72386,IL,701 N. Sacramento,(773) 265-7605,6963379
2019-07-08T00:00:00.000,VOLK,4D,,GRY,AS81298,IL,701 N. Sacramento,(773) 265-7605,6963390
2019-07-08T00:00:00.000,,MB,,WHI,,IL,10300 S. Doty,(773) 568-8495,2880988
2019-07-07T00:00:00.000,ACUR,4D,,SIL,525U768,IL,701 N. Sacramento,(773) 265-7605,6963361
2019-07-07T00:00:00.000,ACUR,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,6963318
2019-07-07T00:00:00.000,BMW,4D,,BLK,SATERIA,IL,701 N. Sacramento,(773) 265-7605,6963369
2019-07-07T00:00:00.000,BUIC,4D,,DBL,BF27701,IL,10300 S. Doty,(773) 568-8495,2880957
2019-07-07T00:00:00.000,CADI,4D,,BLU,Z238259,IL,701 N. Sacramento,(773) 265-7605,6963322
2019-07-07T00:00:00.000,CADI,4D,,RED,BE88544,IL,701 N. Sacramento,(773) 265-7605,6963359
2019-07-07T00:00:00.000,CADI,4D,,WHI,BE89086,IL,10300 S. Doty,(773) 568-8495,2880945
2019-07-07T00:00:00.000,CHEV,2D,,SIL,AF80895,IL,10300 S. Doty,(773) 568-8495,2880950
2019-07-07T00:00:00.000,CHEV,4D,,BLK,652U933,IL,701 N. Sacramento,(773) 265-7605,6963356
2019-07-07T00:00:00.000,CHEV,4D,,GRY,AD13489,IL,701 N. Sacramento,(773) 265-7605,6963341
2019-07-07T00:00:00.000,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2880912
2019-07-07T00:00:00.000,CHEV,4D,,MAR,BN30521,IL,10300 S. Doty,(773) 568-8495,2880951
2019-07-07T00:00:00.000,CHEV,4D,,BLU,617U188,IL,10300 S. Doty,(773) 568-8495,2880917
2019-07-07T00:00:00.000,CHEV,4D,,BLU,AK73086,IL,10300 S. Doty,(773) 568-8495,2880937
2019-07-07T00:00:00.000,CHEV,4D,,GRY,BF19965,IL,10300 S. Doty,(773) 568-8495,2880878
2019-07-07T00:00:00.000,CHEV,4D,,SIL,618522,IL,701 N. Sacramento,(773) 265-7605,6963360
2019-07-07T00:00:00.000,CHEV,LL,TK,SIL,AJ82975,IL,701 N. Sacramento,(773) 265-7605,6963319
2019-07-07T00:00:00.000,CHEV,LL,,BLU,AZ38219,IL,10300 S. Doty,(773) 568-8495,2880895
2019-07-07T00:00:00.000,CHEV,VN,TK,GRN,956136,IL,10300 S. Doty,(773) 568-8495,2880927
2019-07-07T00:00:00.000,CHRY,4D,,CPR,BB19191,IL,701 N. Sacramento,(773) 265-7605,6963328
2019-07-07T00:00:00.000,CHRY,4D,,BLU,AB84330,IL,10300 S. Doty,(773) 568-8495,2880893
2019-07-07T00:00:00.000,DODG,LL,TK,WHI,BB16389,IL,10300 S. Doty,(773) 568-8495,2880952
2019-07-07T00:00:00.000,DODG,PK,TK,SIL,ALJ6142,WI,701 N. Sacramento,(773) 265-7605,6963326
2019-07-07T00:00:00.000,DODG,VN,TK,SIL,Z258481,IL,701 N. Sacramento,(773) 265-7605,6963323
2019-07-07T00:00:00.000,DODG,VN,,RED,CFZ709,MN,10300 S. Doty,(773) 568-8495,2880931
2019-07-07T00:00:00.000,FORD,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2880886
2019-07-07T00:00:00.000,FORD,4D,,BLU,AV85793,IL,10300 S. Doty,(773) 568-8495,2880881
2019-07-07T00:00:00.000,HOND,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6963357
2019-07-07T00:00:00.000,HOND,LL,,BLK,BG19318,IL,701 N. Sacramento,(773) 265-7605,6963350
2019-07-07T00:00:00.000,HOND,VN,,GRY,AL33359,IL,701 N. Sacramento,(773) 265-7605,6963335
2019-07-07T00:00:00.000,HYUN,LL,,GLD,BA29443,IL,701 N. Sacramento,(773) 265-7605,6963339
2019-07-07T00:00:00.000,JEEP,LL,,BLK,AC41116,IL,701 N. Sacramento,(773) 265-7605,6963340
2019-07-07T00:00:00.000,JEEP,LL,TK,RED,655U877,IL,10300 S. Doty,(773) 568-8495,2880956
2019-07-07T00:00:00.000,JEEP,VN,,BGE,,IL,10300 S. Doty,(773) 568-8495,2880903
2019-07-07T00:00:00.000,KIA,LL,,GRY,K406013,IN,10300 S. Doty,(773) 568-8495,2880939
2019-07-07T00:00:00.000,LEXS,4D,,SIL,4414WS,IL,701 N. Sacramento,(773) 265-7605,6963316
2019-07-07T00:00:00.000,LEXS,4D,,GRN,KPB8775,IL,10300 S. Doty,(773) 568-8495,2880919
2019-07-07T00:00:00.000,LINC,LL,,SIL,BK65073,IL,701 N. Sacramento,(773) 265-7605,6963366
2019-07-07T00:00:00.000,LINC,LL,TK,GRN,AN16998,IL,701 N. Sacramento,(773) 265-7605,6963338
2019-07-07T00:00:00.000,LNDR,LL,,WHI,BD63501,IL,10300 S. Doty,(773) 568-8495,2880949
2019-07-07T00:00:00.000,MERC,4D,,GLD,AFW499,IN,10300 S. Doty,(773) 568-8495,2880940
2019-07-07T00:00:00.000,MERC,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2880932
2019-07-07T00:00:00.000,NISS,2D,,GRY,1449526B,IL,10300 S. Doty,(773) 568-8495,2880934
2019-07-07T00:00:00.000,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2880954
2019-07-07T00:00:00.000,NISS,4D,,WHI,BK37568,IL,10300 S. Doty,(773) 568-8495,2880892
2019-07-07T00:00:00.000,PONT,2D,,GRY,BK19966,IL,10300 S. Doty,(773) 568-8495,2880925
2019-07-07T00:00:00.000,PONT,VN,TK,SIL,BL64783,IL,10300 S. Doty,(773) 568-8495,483792
2019-07-07T00:00:00.000,TOYT,2D,,GRY,BG21241,IL,701 N. Sacramento,(773) 265-7605,6963315
2019-07-07T00:00:00.000,TOYT,4D,,RED,00226371,IL,10300 S. Doty,(773) 568-8495,2880935
2019-07-07T00:00:00.000,TOYT,4D,,SIL,Z950405,IL,10300 S. Doty,(773) 568-8495,2880884
2019-07-06T00:00:00.000,ACUR,2D,,MAR,BM36520,IL,701 N. Sacramento,(773) 265-7605,6963307
2019-07-06T00:00:00.000,APOL,MC,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6963301
2019-07-06T00:00:00.000,AUDI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2880859
2019-07-06T00:00:00.000,BUIC,4D,,TAN,BN70357,IL,10300 S. Doty,(773) 568-8495,2880845
2019-07-06T00:00:00.000,BUIC,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6963286
2019-07-06T00:00:00.000,BUIC,VN,,BLU,BH58426,IL,701 N. Sacramento,(773) 265-7605,6963228
2019-07-06T00:00:00.000,CADI,2D,,WHI,BH33053,IL,10300 S. Doty,(773) 568-8495,2880874
2019-07-06T00:00:00.000,CHEV,2D,,BLK,BB17016,IL,701 N. Sacramento,(773) 265-7605,6963274
2019-07-06T00:00:00.000,CHEV,4D,,SIL,AT83697,IL,701 N. Sacramento,(773) 265-7605,6963249
2019-07-06T00:00:00.000,CHEV,4D,,BLK,BD33190,IL,10300 S. Doty,(773) 568-8495,2880799
2019-07-06T00:00:00.000,CHEV,4D,,BLU,343360,IL,701 N. Sacramento,(773) 265-7605,6963233
2019-07-06T00:00:00.000,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2880863
2019-07-06T00:00:00.000,CHEV,4D,,DBL,,IL,701 N. Sacramento,(773) 265-7605,6963305
2019-07-06T00:00:00.000,CHEV,4D,,GRY,724U326,IL,10300 S. Doty,(773) 568-8495,2880823
2019-07-06T00:00:00.000,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2880857
2019-07-06T00:00:00.000,CHEV,LL,TK,WHI,,,10300 S. Doty,(773) 568-8495,2880847
2019-07-06T00:00:00.000,CHEV,LL,,GRY,V829597,IL,10300 S. Doty,(773) 568-8495,2880866
2019-07-06T00:00:00.000,CHEV,VN,,WHI,2287709B,IL,10300 S. Doty,(773) 568-8495,2880795
2019-07-06T00:00:00.000,DODG,4D,,SIL,AN77653,IL,10300 S. Doty,(773) 568-8495,2880800
2019-07-06T00:00:00.000,DODG,4D,,BLK,BF28280,IL,10300 S. Doty,(773) 568-8495,2880829
2019-07-06T00:00:00.000,DODG,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6963280
2019-07-06T00:00:00.000,FORD,LL,,RED,AU77928,IL,10300 S. Doty,(773) 568-8495,2880868
2019-07-06T00:00:00.000,FORD,PK,,BLK,9801AR,IL,10300 S. Doty,(773) 568-8495,2880860
2019-07-06T00:00:00.000,FORD,PK,,DBL,2232108B,IL,701 N. Sacramento,(773) 265-7605,6963290
2019-07-06T00:00:00.000,GMC,LL,,BLK,D925YX,IN,701 N. Sacramento,(773) 265-7605,6963256
2019-07-06T00:00:00.000,GMC,PK,,SIL,GWA793,IA,701 N. Sacramento,(773) 265-7605,6963288
2019-07-06T00:00:00.000,HOND,4D,,GRY,AN74249,IL,701 N. Sacramento,(773) 265-7605,6963229
2019-07-06T00:00:00.000,HOND,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6963237
2019-07-06T00:00:00.000,HOND,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6963306
2019-07-06T00:00:00.000,HOND,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2880861
2019-07-06T00:00:00.000,HUMM,LL,,YEL,7719084,IL,701 N. Sacramento,(773) 265-7605,6963304
2019-07-06T00:00:00.000,HYUN,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6963289
2019-07-06T00:00:00.000,HYUN,4T,,SIL,Q581304,IL,10300 S. Doty,(773) 568-8495,2880805
2019-07-06T00:00:00.000,HYUN,LL,,BLK,Y997226,IL,10300 S. Doty,(773) 568-8495,2880855
2019-07-06T00:00:00.000,JEEP,LL,,GRY,K243874,IN,10300 S. Doty,(773) 568-8495,2880822
2019-07-06T00:00:00.000,JEEP,LL,TK,BRZ,,IL,10300 S. Doty,(773) 568-8495,2880807
2019-07-06T00:00:00.000,KIA,4D,,GLD,V559192,IL,701 N. Sacramento,(773) 265-7605,6963241
2019-07-06T00:00:00.000,KIA,LL,,BLK,BE81170,IL,701 N. Sacramento,(773) 265-7605,6963257
2019-07-06T00:00:00.000,LINC,LL,,SIL,AV84102,IL,10300 S. Doty,(773) 568-8495,2880796
2019-07-06T00:00:00.000,MITS,LL,,BLK,534U203,IL,10300 S. Doty,(773) 568-8495,2880810
2019-07-06T00:00:00.000,NISS,4D,,GRY,808U904,IL,701 N. Sacramento,(773) 265-7605,6963231
2019-07-06T00:00:00.000,NISS,4D,,BLK,W205,MO,10300 S. Doty,(773) 568-8495,2880826
2019-07-06T00:00:00.000,NISS,4D,,GLD,AG60860,IL,10300 S. Doty,(773) 568-8495,2880815
2019-07-06T00:00:00.000,PONT,2D,,BLU,,,701 N. Sacramento,(773) 265-7605,6963251
2019-07-06T00:00:00.000,PONT,4D,,BLK,BF18855,IL,701 N. Sacramento,(773) 265-7605,6963266
2019-07-06T00:00:00.000,TOYT,4D,,WHI,AV87677,IL,10300 S. Doty,(773) 568-8495,2880838
2019-07-06T00:00:00.000,TOYT,4D,,GRY,BA35301,IL,701 N. Sacramento,(773) 265-7605,6963230
2019-07-06T00:00:00.000,TOYT,4D,,BLK,AG94264,IL,701 N. Sacramento,(773) 265-7605,6963263
2019-07-06T00:00:00.000,TOYT,4D,,RED,BE95221,IL,10300 S. Doty,(773) 568-8495,2880813
2019-07-06T00:00:00.000,TOYT,4D,,BLU,BF33244,IL,10300 S. Doty,(773) 568-8495,2880850
2019-07-06T00:00:00.000,TOYT,SW,TK,WHI,BG89897,IL,701 N. Sacramento,(773) 265-7605,6963244
2019-07-06T00:00:00.000,VOLK,2D,,SIL,DL6380A,IL,10300 S. Doty,(773) 568-8495,2880839
2019-07-06T00:00:00.000,ZCZY,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2880802
2019-07-06T00:00:00.000,,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2880801
2019-07-05T00:00:00.000,BUIC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6963190
2019-07-05T00:00:00.000,BUIC,4D,,TAN,BE93431,IL,10300 S. Doty,(773) 568-8495,2880761
2019-07-05T00:00:00.000,BUIC,4D,,TAN,AX24770,IL,10300 S. Doty,(773) 568-8495,2880752
2019-07-05T00:00:00.000,CADI,4D,,BLK,3331WS,IL,10300 S. Doty,(773) 568-8495,2880738
2019-07-05T00:00:00.000,CADI,4D,,BRO,ZU52537,IL,701 N. Sacramento,(773) 265-1846,1538917
2019-07-05T00:00:00.000,CHEV,2D,,BLK,BH87294,IL,10300 S. Doty,(773) 568-8495,2880784
2019-07-05T00:00:00.000,CHEV,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6963177
2019-07-05T00:00:00.000,CHEV,4D,,RED,BG43331,IL,10300 S. Doty,(773) 568-8495,2880770
2019-07-05T00:00:00.000,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2880734
2019-07-05T00:00:00.000,CHEV,PK,,LBL,2189246,IL,701 N. Sacramento,(773) 265-7605,6963224
2019-07-05T00:00:00.000,CHRY,4D,,BLK,AAC4563,WI,701 N. Sacramento,(773) 265-7605,6963181
2019-07-05T00:00:00.000,DODG,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2880780
2019-07-05T00:00:00.000,DODG,PK,,BLK,1874627B,IL,10300 S. Doty,(773) 568-8495,2880781
2019-07-05T00:00:00.000,DODG,VN,,BLU,,,701 N. Sacramento,(773) 265-7605,6963207
2019-07-05T00:00:00.000,DODG,VN,,SIL,BA74071,IL,701 N. Sacramento,(773) 265-7605,6963227
2019-07-05T00:00:00.000,DODG,VN,TK,SIL,BL87431,IL,701 N. Sacramento,(773) 265-7605,6963191
2019-07-05T00:00:00.000,FORD,4D,,BLK,BH39215,IL,701 N. Sacramento,(773) 265-1846,1538913
2019-07-05T00:00:00.000,FORD,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1538911
2019-07-05T00:00:00.000,FORD,4D,,WHI,406U807,IL,10300 S. Doty,(773) 568-8495,2880763
2019-07-05T00:00:00.000,FORD,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2880733
2019-07-05T00:00:00.000,FORD,4D,,BLU,Q365938,IL,701 N. Sacramento,(773) 265-7605,6963217
2019-07-05T00:00:00.000,FORD,LL,,TAN,BE24529,IL,701 N. Sacramento,(773) 265-7605,6963187
2019-07-05T00:00:00.000,GMC,LL,,MAR,747SAZ,WI,701 N. Sacramento,(773) 265-1846,1538919
2019-07-05T00:00:00.000,HOND,2D,,SIL,BL86575,IL,701 N. Sacramento,(773) 265-7605,6963223
2019-07-05T00:00:00.000,HOND,LL,,DBL,S284945,IL,701 N. Sacramento,(773) 265-1846,1538920
2019-07-05T00:00:00.000,HOND,SD,,RED,,IL,701 N. Sacramento,(773) 265-1846,1538918
2019-07-05T00:00:00.000,HOND,,,,572ZYI,IL,701 N. Sacramento,(773) 265-1846,1538912
2019-07-05T00:00:00.000,HYUN,4D,,WHI,237409,IL,10300 S. Doty,(773) 568-8495,2880767
2019-07-05T00:00:00.000,INFI,4D,,SIL,748U118,IL,701 N. Sacramento,(773) 265-7605,6963185
2019-07-05T00:00:00.000,JAGU,4D,,SIL,AV36929,IL,701 N. Sacramento,(773) 265-7605,6963202
2019-07-05T00:00:00.000,JEEP,LL,,DGR,AN21138,IL,701 N. Sacramento,(773) 265-7605,6963169
2019-07-05T00:00:00.000,LEXS,4T,,SIL,AU22366,IL,701 N. Sacramento,(773) 265-7605,6963173
2019-07-05T00:00:00.000,LINC,4D,,SIL,D758TT,IN,701 N. Sacramento,(773) 265-1846,1538914
